Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
174,8.0,0.0,0.0,537.0,14.0,24.0,5885.0,0.1,3113.9944451434035,0.0,0.0,1205.2861924171448,,,,,,,,,,,,,,,,,,,,,1083.0946512563635,884.9279083684122,2912.0005395795088,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,574.0,15.0,37.0,5922.0,0.1,11502.850966824515,0.0,0.0,1209.6807699203491,,,,,,,,,,,,,,,,,,,,,4170.446183139758,2891.733073389548,10162.009875586986,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,610.0,16.0,36.0,5958.0,0.1,8142.87612958275,0.0,0.0,1214.1942343711853,,,,,,,,,,,,,,,,,,,,,3190.982957458738,2146.8673171519185,7136.131277316194,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,660.0,17.0,50.0,6008.0,0.1,10465.198183539225,0.0,0.0,1219.95258975029,,,,,,,,,,,,,,,,,,,,,4087.525683925995,2569.575315686632,8592.424590935849,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,685.0,18.0,25.0,6033.0,0.1,3334.313658627618,0.0,0.0,1222.881358385086,,,,,,,,,,,,,,,,,,,,,1315.8115527713337,883.9660804464218,3066.3817676102276,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,702.0,19.0,17.0,6050.0,0.1,2579.1258552388254,0.0,0.0,1225.3004038333893,,,,,,,,,,,,,,,,,,,,,1232.5242287316926,944.625629034684,2417.7091484077505,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,729.0,20.0,27.0,6077.0,0.1,8154.59337179312,0.0,0.0,1228.6153466701508,,,,,,,,,,,,,,,,,,,,,3469.743293413165,2300.676880169262,7364.3125013484005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,41.0,1.0,41.0,6118.0,0.1,7432.7563385226795,0.0,0.0,1306.15571808815,,,,,,,,,,,,,,,,,,,,,2971.185005617565,1845.1598289983633,6340.751439872949,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,69.0,2.0,28.0,6146.0,0.1,4970.475640912026,0.0,0.0,1309.7545990943909,,,,,,,,,,,,,,,,,,,,,2429.446232280359,1202.6320212064236,4377.339757038593,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,216.0,3.0,147.0,6293.0,0.1,30435.40661014638,0.0,0.0,1325.5222351551056,,,,,,,,,,,,,,,,,,,,,9568.896501818617,5172.435426341071,16701.488371057032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,252.0,4.0,36.0,6329.0,0.1,7864.212660729511,0.0,0.0,1329.7033033370972,,,,,,,,,,,,,,,,,,,,,2806.9603921647176,2163.0776556571686,6992.86493169086,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,283.0,5.0,31.0,6360.0,0.1,4307.0041151270825,0.0,0.0,1333.6461305618286,,,,,,,,,,,,,,,,,,,,,1662.6418366614482,1180.5451235148714,3868.5696824426395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,314.0,6.0,31.0,6391.0,0.1,10176.080248727916,0.0,0.0,1337.394458770752,,,,,,,,,,,,,,,,,,,,,4258.510316818043,3011.3737384164874,9035.753546081334,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,368.0,7.0,54.0,6445.0,0.1,8319.553292647608,0.0,0.0,1343.4253396987915,,,,,,,,,,,,,,,,,,,,,3300.931541976715,1769.4438829832081,6669.778859279854,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,409.0,8.0,41.0,6486.0,0.1,8243.596308977325,0.0,0.0,1348.1768543720245,,,,,,,,,,,,,,,,,,,,,3103.942606675282,1920.3927297372247,7112.518967697642,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,462.0,9.0,53.0,6539.0,0.1,13905.058772698872,0.0,0.0,1354.1680052280426,,,,,,,,,,,,,,,,,,,,,5812.402708638443,3429.163481414757,11044.26623520099,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,528.0,10.0,66.0,6605.0,0.1,15172.025555526696,0.0,0.0,1361.3325254917145,,,,,,,,,,,,,,,,,,,,,5038.862105116881,3195.202507702064,12086.905995459181,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.0,0.0,0.0,559.0,11.0,31.0,6636.0,0.1,6585.0107253222395,0.0,0.0,1365.0925965309143,,,,,,,,,,,,,,,,,,,,,2544.997029598269,1806.4427548893132,5913.745175131902,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.0,0.0,0.0,616.0,12.0,57.0,6693.0,0.1,14233.468123162827,0.0,0.0,1371.1721291542053,,,,,,,,,,,,,,,,,,,,,6028.469542301124,3284.6464231608466,11016.46820125618,0.7049030813376076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.0,0.0,0.0,641.0,13.0,25.0,6718.0,0.1,7462.23017382208,0.0,0.0,1374.4185791015625,,,,,,,,,,,,,,,,,,,,,3732.1120754620697,1988.5144634409526,6661.771405934662,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.0,0.0,0.0,662.0,14.0,21.0,6739.0,0.1,3293.979822629007,0.0,0.0,1377.2274942398071,,,,,,,,,,,,,,,,,,,,,1504.4815435869193,1122.3261439183764,3038.5049469194505,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.0,0.0,0.0,750.0,15.0,88.0,6827.0,0.1,25218.023969984377,0.0,0.0,1386.8464045524597,,,,,,,,,,,,,,,,,,,,,8615.561924628404,4730.236261276511,17994.41840252155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9.0,0.0,0.0,817.0,16.0,67.0,6894.0,0.1,13493.333651948256,0.0,0.0,1394.3513979911804,,,,,,,,,,,,,,,,,,,,,4989.11096891843,2708.531535161123,10356.728193830126,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9.0,0.0,0.0,877.0,17.0,60.0,6954.0,0.1,12606.655675596605,0.0,0.0,1400.9175624847412,,,,,,,,,,,,,,,,,,,,,5504.789969836947,2459.0548403864113,9492.686148040435,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9.0,0.0,0.0,914.0,18.0,37.0,6991.0,0.1,6809.534198668682,0.0,0.0,1404.9652116298676,,,,,,,,,,,,,,,,,,,,,2827.836301369576,1633.2030873277981,5880.251777534882,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9.0,0.0,0.0,932.0,19.0,18.0,7009.0,0.1,3069.6224067281178,0.0,0.0,1407.3938207626343,,,,,,,,,,,,,,,,,,,,,1177.3936349858952,998.5784341355635,2915.7142663306345,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9.0,0.0,0.0,961.0,20.0,29.0,7038.0,0.1,6462.3543676656,0.0,0.0,1410.9557793140411,,,,,,,,,,,,,,,,,,,,,2405.797199610414,1790.4024178716593,5881.719395754085,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10.0,0.0,0.0,17.0,1.0,17.0,7055.0,0.1,5193.8994909453095,0.0,0.0,1516.2953674793243,,,,,,,,,,,,,,,,,,,,,2290.2759173765767,1660.2993512672424,4902.104463821335,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10.0,0.0,0.0,45.0,2.0,28.0,7083.0,0.1,3931.8584631650565,0.0,0.0,1519.836653470993,,,,,,,,,,,,,,,,,,,,,1748.8348029475085,1084.391288831025,3512.0750110598433,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10.0,0.0,0.0,168.0,3.0,123.0,7206.0,0.1,28747.08662274297,0.0,0.0,1533.2033610343933,,,,,,,,,,,,,,,,,,,,,9454.305404514333,5051.976427468627,17514.93340134951,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10.0,0.0,0.0,198.0,4.0,30.0,7236.0,0.1,7335.893705869904,0.0,0.0,1536.758630514145,,,,,,,,,,,,,,,,,,,,,3061.2115508905617,2035.253076265901,6547.8320993804045,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10.0,0.0,0.0,228.0,5.0,30.0,7266.0,0.1,7263.971853650999,0.0,0.0,1540.5508716106415,,,,,,,,,,,,,,,,,,,,,2842.0995511726533,2124.766528803278,6541.518200488934,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.0,0.0,0.0,289.0,6.0,61.0,7327.0,0.1,14723.978653144539,0.0,0.0,1547.3889708518982,,,,,,,,,,,,,,,,,,,,,5722.655625864559,2961.80402208392,11461.237344523168,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10.0,0.0,0.0,319.0,7.0,30.0,7357.0,0.1,9326.070261846917,0.0,0.0,1551.0691921710968,,,,,,,,,,,,,,,,,,,,,4357.929820015051,2474.9166705406005,8181.503230121825,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10.0,0.0,0.0,356.0,8.0,37.0,7394.0,0.1,7383.861450468065,0.0,0.0,1555.3191769123077,,,,,,,,,,,,,,,,,,,,,2444.0285683963784,1806.2310536342811,6611.132415224372,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10.0,0.0,0.0,424.0,9.0,68.0,7462.0,0.1,14110.003912242095,0.0,0.0,1562.870775938034,,,,,,,,,,,,,,,,,,,,,6098.850138460212,2786.4790395025834,10165.07072552714,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10.0,0.0,0.0,476.0,10.0,52.0,7514.0,0.1,12907.515109738395,0.0,0.0,1568.954345703125,,,,,,,,,,,,,,,,,,,,,5480.098406037364,3016.6979520322047,10262.07931700741,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10.0,0.0,0.0,507.0,11.0,31.0,7545.0,0.1,6613.554794459794,0.0,0.0,1572.6708500385284,,,,,,,,,,,,,,,,,,,,,2684.0491351163596,1751.104681380832,5898.887422277035,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10.0,0.0,0.0,537.0,12.0,30.0,7575.0,0.1,7870.998477801587,0.0,0.0,1576.2682094573975,,,,,,,,,,,,,,,,,,,,,3387.3671388564817,2000.6839941619776,6993.968305422551,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.0,0.0,0.0,561.0,13.0,24.0,7599.0,0.1,6492.642813209385,0.0,0.0,1579.1972897052765,,,,,,,,,,,,,,,,,,,,,2647.717155476548,1868.545739628861,5976.115392199787,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10.0,0.0,0.0,588.0,14.0,27.0,7626.0,0.1,6347.727637314845,0.0,0.0,1582.6485114097595,,,,,,,,,,,,,,,,,,,,,2763.353536674918,1811.0398280584714,5715.35780268607,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10.0,0.0,0.0,622.0,15.0,34.0,7660.0,0.1,12561.33454480186,0.0,0.0,1586.6271879673004,,,,,,,,,,,,,,,,,,,,,5331.468602548013,2880.640454379113,10966.876053398155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10.0,0.0,0.0,660.0,16.0,38.0,7698.0,0.1,12577.680972291804,0.0,0.0,1591.137461423874,,,,,,,,,,,,,,,,,,,,,5421.315257492303,2881.33949691775,10731.130674874728,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.0,0.0,0.0,712.0,17.0,52.0,7750.0,0.1,12544.49227834596,0.0,0.0,1597.0127274990082,,,,,,,,,,,,,,,,,,,,,5287.389435219861,2713.196206984816,9993.928958301838,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10.0,0.0,0.0,743.0,18.0,31.0,7781.0,0.1,6199.9380523929985,0.0,0.0,1600.340671300888,,,,,,,,,,,,,,,,,,,,,2456.055157889215,1669.4205726304783,5548.985770275829,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,10.0,0.0,0.0,787.0,19.0,44.0,7825.0,0.1,11437.609901217467,0.0,0.0,1605.8493456840515,,,,,,,,,,,,,,,,,,,,,5184.27898662976,2809.2572765858163,9342.441737680207,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,10.0,0.0,0.0,843.0,20.0,56.0,7881.0,0.1,11117.616635879704,0.0,0.0,1612.2102751731873,,,,,,,,,,,,,,,,,,,,,4113.725017595481,2485.7929619818597,8992.88911950437,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,11.0,0.0,0.0,40.0,1.0,40.0,7921.0,0.1,8226.433870532835,0.0,0.0,1698.1283311843872,,,,,,,,,,,,,,,,,,,,,3420.560837378621,2003.676453696172,6997.458969065792,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,11.0,0.0,0.0,56.0,2.0,16.0,7937.0,0.1,3292.29832912176,0.0,0.0,1700.4014222621918,,,,,,,,,,,,,,,,,,,,,1621.398423388077,1234.0956268812652,3094.454220364929,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,11.0,0.0,0.0,110.0,3.0,54.0,7991.0,0.1,12225.76332301112,0.0,0.0,1706.6930220127106,,,,,,,,,,,,,,,,,,,,,5438.435661159887,2862.645531444265,9477.612555846115,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,11.0,0.0,0.0,224.0,4.0,114.0,8105.0,0.1,28072.21228978756,0.0,0.0,1718.9433045387268,,,,,,,,,,,,,,,,,,,,,9389.215932631148,4887.355210159072,17772.317832274424,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,11.0,0.0,0.0,324.0,5.0,100.0,8205.0,0.1,28619.297453791045,0.0,0.0,1729.9572236537933,,,,,,,,,,,,,,,,,,,,,10484.904284200788,5007.707004182381,18502.59480623431,124.86772350999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,11.0,0.0,0.0,410.0,6.0,86.0,8291.0,0.1,18812.664736827373,0.0,0.0,1739.4561307430267,,,,,,,,,,,,,,,,,,,,,6825.551295394374,3789.730388754103,13205.479668185098,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,11.0,0.0,0.0,519.0,7.0,109.0,8400.0,0.1,25576.23673663762,0.0,0.0,1751.1298835277557,,,,,,,,,,,,,,,,,,,,,8822.256329091724,4490.726864412662,16284.029525484788,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,11.0,0.0,0.0,547.0,8.0,28.0,8428.0,0.1,7803.803874374975,0.0,0.0,1754.7716455459595,,,,,,,,,,,,,,,,,,,,,3036.1581720608838,2015.9724134816129,7094.867448421516,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,11.0,0.0,0.0,572.0,9.0,25.0,8453.0,0.1,6382.296764091258,0.0,0.0,1757.9001064300537,,,,,,,,,,,,,,,,,,,,,2683.239783966003,1814.3210211199341,5827.453135496127,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,11.0,0.0,0.0,619.0,10.0,47.0,8500.0,0.1,10836.306076668552,0.0,0.0,1762.9889285564423,,,,,,,,,,,,,,,,,,,,,4609.994552372874,2771.271187877374,8845.636809563615,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,11.0,0.0,0.0,653.0,11.0,34.0,8534.0,0.1,8697.706723260893,0.0,0.0,1766.9204161167145,,,,,,,,,,,,,,,,,,,,,3806.2482286862437,2687.065442209223,7553.905035718364,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,11.0,0.0,0.0,693.0,12.0,40.0,8574.0,0.1,11084.158226393207,0.0,0.0,1771.6729362010956,,,,,,,,,,,,,,,,,,,,,5558.073035829149,2653.2528185639467,9040.841763148192,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,11.0,0.0,0.0,767.0,13.0,74.0,8648.0,0.1,19028.165595736253,0.0,0.0,1779.5301809310913,,,,,,,,,,,,,,,,,,,,,7304.9769009073825,3853.5050172072874,13899.074266977637,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,11.0,0.0,0.0,795.0,14.0,28.0,8676.0,0.1,4776.564425220049,0.0,0.0,1782.8485505580902,,,,,,,,,,,,,,,,,,,,,1887.2266146692766,1230.870452914322,4334.395442416745,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,11.0,0.0,0.0,826.0,15.0,31.0,8707.0,0.1,9559.396555793062,0.0,0.0,1786.6580197811127,,,,,,,,,,,,,,,,,,,,,3525.397109502668,2410.0422209714397,8638.428172479575,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,11.0,0.0,0.0,867.0,16.0,41.0,8748.0,0.1,12237.073056641682,0.0,0.0,1791.4885647296906,,,,,,,,,,,,,,,,,,,,,4515.05588071138,3075.3202296294944,10596.775987705349,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,11.0,0.0,0.0,897.0,17.0,30.0,8778.0,0.1,7617.734719250232,0.0,0.0,1795.2609357833862,,,,,,,,,,,,,,,,,,,,,3512.9304094711288,1792.1445388111247,6697.128452615949,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,11.0,0.0,0.0,925.0,18.0,28.0,8806.0,0.1,6799.731699513262,0.0,0.0,1798.3693180084229,,,,,,,,,,,,,,,,,,,,,2738.1695561949955,2012.6376180274845,6155.539459013022,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11.0,0.0,0.0,959.0,19.0,34.0,8840.0,0.1,10341.36039742051,0.0,0.0,1802.5503568649292,,,,,,,,,,,,,,,,,,,,,4516.729399212639,2987.8401204385227,9072.09642968398,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11.0,0.0,0.0,996.0,20.0,37.0,8877.0,0.1,9499.00451892751,0.0,0.0,1806.9862701892853,,,,,,,,,,,,,,,,,,,,,3644.1380662626652,2515.489143785363,8316.165120304377,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,12.0,0.0,0.0,34.0,1.0,34.0,8911.0,0.1,6891.282203358563,0.0,0.0,1904.4355602264404,,,,,,,,,,,,,,,,,,,,,2842.783723173527,1739.567029783506,6045.031871726929,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,12.0,0.0,0.0,140.0,2.0,106.0,9017.0,0.1,25254.12962445308,0.0,0.0,1916.4773879051208,,,,,,,,,,,,,,,,,,,,,8668.207537194796,5246.579060346966,16392.03105298089,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12.0,0.0,0.0,232.0,3.0,92.0,9109.0,0.1,21137.57928972781,0.0,0.0,1926.649389743805,,,,,,,,,,,,,,,,,,,,,7532.652765564356,3849.0994051225343,14515.113672430212,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12.0,0.0,0.0,274.0,4.0,42.0,9151.0,0.1,10603.127438336902,0.0,0.0,1931.4137029647827,,,,,,,,,,,,,,,,,,,,,4062.3434937395837,2742.815148074241,9077.587155357895,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,12.0,0.0,0.0,314.0,5.0,40.0,9191.0,0.1,7665.015641331962,0.0,0.0,1936.1425726413727,,,,,,,,,,,,,,,,,,,,,4087.5612599280926,1965.0514390872925,6152.424382573945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,12.0,0.0,0.0,357.0,6.0,43.0,9234.0,0.1,8906.13266169901,0.0,0.0,1941.1121780872345,,,,,,,,,,,,,,,,,,,,,3626.49489768224,2619.332940802026,7495.908433522742,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,12.0,0.0,0.0,425.0,7.0,68.0,9302.0,0.1,19398.70186249527,0.0,0.0,1948.8791899681091,,,,,,,,,,,,,,,,,,,,,8555.946114853941,3801.77257993557,13856.400881945301,172.18639555823154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,12.0,0.0,0.0,457.0,8.0,32.0,9334.0,0.1,7326.049480834748,0.0,0.0,1952.5014200210571,,,,,,,,,,,,,,,,,,,,,2895.1486227990954,1823.7302779079937,6529.539762819137,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,12.0,0.0,0.0,542.0,9.0,85.0,9419.0,0.1,19244.462270536344,0.0,0.0,1961.909390449524,,,,,,,,,,,,,,,,,,,,,8424.588385474754,3449.6466407116063,12373.129459121543,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,12.0,0.0,0.0,615.0,10.0,73.0,9492.0,0.1,15914.319411208573,0.0,0.0,1969.7730305194855,,,,,,,,,,,,,,,,,,,,,5522.266459193301,2904.058093197509,12124.339247013017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,12.0,0.0,0.0,658.0,11.0,43.0,9535.0,0.1,11631.012769216484,0.0,0.0,1974.930335521698,,,,,,,,,,,,,,,,,,,,,5137.509693553612,2207.5613188619454,9613.186002436927,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,12.0,0.0,0.0,713.0,12.0,55.0,9590.0,0.1,15005.574344837347,0.0,0.0,1980.815095424652,,,,,,,,,,,,,,,,,,,,,6645.686705048634,3078.8401998891836,11580.906700398527,400.03813906272075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,12.0,0.0,0.0,744.0,13.0,31.0,9621.0,0.1,7971.037645527516,0.0,0.0,1984.436850309372,,,,,,,,,,,,,,,,,,,,,3516.0985095557494,2205.304410954298,7020.760236266944,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,12.0,0.0,0.0,770.0,14.0,26.0,9647.0,0.1,5599.313262195633,0.0,0.0,1987.69979763031,,,,,,,,,,,,,,,,,,,,,2268.118798055201,1471.3990595424636,5111.317594838568,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,12.0,0.0,0.0,803.0,15.0,33.0,9680.0,0.1,8142.859742388531,0.0,0.0,1991.8107659816742,,,,,,,,,,,,,,,,,,,,,2818.1126388392713,2075.499083524237,7359.33330432769,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,12.0,0.0,0.0,846.0,16.0,43.0,9723.0,0.1,10927.2619860934,0.0,0.0,1996.9098262786865,,,,,,,,,,,,,,,,,,,,,5083.094235055452,2517.6909105329296,8919.019962268698,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,12.0,0.0,0.0,895.0,17.0,49.0,9772.0,0.1,11186.579672835884,0.0,0.0,2002.5967199802399,,,,,,,,,,,,,,,,,,,,,4602.938503553253,2462.839698718798,9112.478120696649,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,12.0,0.0,0.0,932.0,18.0,37.0,9809.0,0.1,9670.967200888334,0.0,0.0,2006.5773622989655,,,,,,,,,,,,,,,,,,,,,4696.173853806115,2212.555510029597,8094.4626823590115,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,12.0,0.0,0.0,965.0,19.0,33.0,9842.0,0.1,7388.649875504221,0.0,0.0,2010.657366991043,,,,,,,,,,,,,,,,,,,,,2649.9306633013052,2256.4757664922076,6646.436849928364,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,12.0,0.0,0.0,984.0,20.0,19.0,9861.0,0.1,2542.8966788835696,0.0,0.0,2013.4585967063904,,,,,,,,,,,,,,,,,,,,,1165.482382464746,809.2787660533754,2368.5899665496036,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,13.0,0.0,0.0,56.0,1.0,56.0,9917.0,0.1,10988.215114058205,0.0,0.0,2112.978931903839,,,,,,,,,,,,,,,,,,,,,4121.133243065315,2165.799731845286,8856.627382860555,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,13.0,0.0,0.0,76.0,2.0,20.0,9937.0,0.1,5066.076671286433,0.0,0.0,2115.6292140483856,,,,,,,,,,,,,,,,,,,,,1953.735465302812,1646.5672296125913,4770.257706586949,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,13.0,0.0,0.0,101.0,3.0,25.0,9962.0,0.1,5368.743334771956,0.0,0.0,2118.963639497757,,,,,,,,,,,,,,,,,,,,,1821.6697092417921,1591.2505446459077,5013.0863253356865,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,13.0,0.0,0.0,123.0,4.0,22.0,9984.0,0.1,4923.627928804915,0.0,0.0,2122.2085762023926,,,,,,,,,,,,,,,,,,,,,1837.6271951208064,1507.5390782550812,4611.111055890558,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
