Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
82,4.0,0.0,0.0,65.0,2.0,23.0,2401.0,0.1,5188.878343834515,0.0,0.0,511.6891870498657,,,,,,,,,,,,,,,,,,,,,2373.3035973794217,1688.1462976324208,4737.290599364601,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,87.0,3.0,22.0,2423.0,0.1,5452.537373239797,0.0,0.0,514.2602024078369,,,,,,,,,,,,,,,,,,,,,1863.1852588237189,1817.3813942914514,5145.022565349023,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,129.0,4.0,42.0,2465.0,0.1,11168.948167833121,0.0,0.0,518.6978566646576,,,,,,,,,,,,,,,,,,,,,4175.163877814579,3068.401175742834,9606.549677737983,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,176.0,5.0,47.0,2512.0,0.1,12433.8203831892,0.0,0.0,523.9815144538879,,,,,,,,,,,,,,,,,,,,,4567.343280849067,3004.1795015894954,10496.040242006056,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,213.0,6.0,37.0,2549.0,0.1,12273.159674439092,0.0,0.0,528.3293218612671,,,,,,,,,,,,,,,,,,,,,4874.908150905052,3447.4124143484305,10682.015772476503,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,234.0,7.0,21.0,2570.0,0.1,4770.786322012117,0.0,0.0,531.0697023868561,,,,,,,,,,,,,,,,,,,,,2206.4698476048293,1405.819327840732,4394.885883088566,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,267.0,8.0,33.0,2603.0,0.1,6751.627185366922,0.0,0.0,535.0324399471283,,,,,,,,,,,,,,,,,,,,,2762.425437069004,1735.142288749486,5958.602990648045,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,308.0,9.0,41.0,2644.0,0.1,7756.103208888486,0.0,0.0,539.8207430839539,,,,,,,,,,,,,,,,,,,,,2997.770371937802,1943.5109166205277,6659.542247111503,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,341.0,10.0,33.0,2677.0,0.1,7015.54713964768,0.0,0.0,544.00252866745,,,,,,,,,,,,,,,,,,,,,2169.714053534105,1887.7976725025062,6427.447711439059,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,369.0,11.0,28.0,2705.0,0.1,8051.535809449605,0.0,0.0,547.3968987464905,,,,,,,,,,,,,,,,,,,,,3111.0360572785016,2276.9208861769075,7326.237846558128,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,394.0,12.0,25.0,2730.0,0.1,6935.63153511937,0.0,0.0,550.321567773819,,,,,,,,,,,,,,,,,,,,,2548.765118947739,2267.8021550742524,6426.324105073392,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,418.0,13.0,24.0,2754.0,0.1,6283.408651081632,0.0,0.0,553.2758736610413,,,,,,,,,,,,,,,,,,,,,2567.8480069911298,1658.2625305768067,5782.190724827831,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,441.0,14.0,23.0,2777.0,0.1,5393.536119036169,0.0,0.0,556.2272460460663,,,,,,,,,,,,,,,,,,,,,2320.56164942016,1523.6439937330747,4958.480705713222,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,483.0,15.0,42.0,2819.0,0.1,13488.117537660903,0.0,0.0,561.0727684497833,,,,,,,,,,,,,,,,,,,,,5611.929055537148,3137.7948986804863,11357.113900964487,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,500.0,16.0,17.0,2836.0,0.1,3832.3074667454516,0.0,0.0,563.3045315742493,,,,,,,,,,,,,,,,,,,,,1724.4344105459018,1212.599041412825,3611.0127710974875,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,528.0,17.0,28.0,2864.0,0.1,7946.020368462925,0.0,0.0,566.6584289073944,,,,,,,,,,,,,,,,,,,,,3140.5617987376686,2179.8960511592486,7210.144949307598,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,557.0,18.0,29.0,2893.0,0.1,7065.761852015249,0.0,0.0,569.8954870700836,,,,,,,,,,,,,,,,,,,,,2624.3381279940104,1942.1876319908636,6432.714819811227,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,596.0,19.0,39.0,2932.0,0.1,8577.23560924323,0.0,0.0,574.784346818924,,,,,,,,,,,,,,,,,,,,,4146.776076823128,2161.373654186399,7101.308988146317,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,653.0,20.0,57.0,2989.0,0.1,11603.20501963684,0.0,0.0,581.332751750946,,,,,,,,,,,,,,,,,,,,,4880.732880020853,2938.781201060551,9000.293110932507,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,37.0,1.0,37.0,3026.0,0.1,7712.903483805963,0.0,0.0,651.3620645999908,,,,,,,,,,,,,,,,,,,,,2394.214105023749,2085.0664508852205,6965.660917199437,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,53.0,2.0,16.0,3042.0,0.1,2837.310032047904,0.0,0.0,653.518901348114,,,,,,,,,,,,,,,,,,,,,962.8460094071875,946.4546289317773,2737.73560916514,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,116.0,3.0,63.0,3105.0,0.1,14115.665034724792,0.0,0.0,660.1406209468842,,,,,,,,,,,,,,,,,,,,,5762.474604020434,3019.54795579612,10698.200218540886,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,160.0,4.0,44.0,3149.0,0.1,12123.216092664725,0.0,0.0,664.8521285057068,,,,,,,,,,,,,,,,,,,,,3983.7337282964163,3205.801713023028,10580.933835541571,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,191.0,5.0,31.0,3180.0,0.1,7598.657699175534,0.0,0.0,668.3780398368835,,,,,,,,,,,,,,,,,,,,,3538.28132979591,2379.8565284618826,6633.803170022242,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,221.0,6.0,30.0,3210.0,0.1,8273.243804827796,0.0,0.0,672.2003195285797,,,,,,,,,,,,,,,,,,,,,4023.3039214593196,2432.0502195164886,7209.726179359247,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,242.0,7.0,21.0,3231.0,0.1,3798.4926676740693,0.0,0.0,674.804741859436,,,,,,,,,,,,,,,,,,,,,1510.6152012434095,1163.4511601982322,3551.947225194319,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,268.0,8.0,26.0,3257.0,0.1,6191.9797645923345,0.0,0.0,677.9022333621979,,,,,,,,,,,,,,,,,,,,,2623.985912273051,1765.9636360495801,5621.613536783328,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,319.0,9.0,51.0,3308.0,0.1,12608.53897093763,0.0,0.0,683.7583742141724,,,,,,,,,,,,,,,,,,,,,5559.994843411138,3230.5155599302307,9971.371901640592,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,375.0,10.0,56.0,3364.0,0.1,11647.255989938974,0.0,0.0,689.7425458431244,,,,,,,,,,,,,,,,,,,,,4416.29004033126,2887.9516220830265,9360.405639581131,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,414.0,11.0,39.0,3403.0,0.1,11949.202681370656,0.0,0.0,694.4461152553558,,,,,,,,,,,,,,,,,,,,,4315.052643049518,3026.0968914669043,10474.78027811584,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,442.0,12.0,28.0,3431.0,0.1,8597.932614755387,0.0,0.0,697.7345757484436,,,,,,,,,,,,,,,,,,,,,3762.8474549620614,2365.107886587571,7697.515893649635,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,465.0,13.0,23.0,3454.0,0.1,5798.682045427508,0.0,0.0,700.547967672348,,,,,,,,,,,,,,,,,,,,,2759.2332836749833,1673.0865345902216,5268.909693074442,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,486.0,14.0,21.0,3475.0,0.1,6048.5264161461755,0.0,0.0,703.1343054771423,,,,,,,,,,,,,,,,,,,,,2441.098810513177,1885.2027326503187,5648.29677169514,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,527.0,15.0,41.0,3516.0,0.1,10494.547719860173,0.0,0.0,708.1559436321259,,,,,,,,,,,,,,,,,,,,,4061.145807215544,2480.1075868940175,9008.75210580736,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,548.0,16.0,21.0,3537.0,0.1,7012.60772833641,0.0,0.0,710.7441947460175,,,,,,,,,,,,,,,,,,,,,2790.71285044579,2115.44862383522,6557.043189208034,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,573.0,17.0,25.0,3562.0,0.1,5928.119843335749,0.0,0.0,713.7300205230713,,,,,,,,,,,,,,,,,,,,,2586.971515213727,1511.633968776037,5388.61030969525,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,600.0,18.0,27.0,3589.0,0.1,4626.3219799988965,0.0,0.0,716.8575558662415,,,,,,,,,,,,,,,,,,,,,1774.1185919366285,1320.1461094390777,4231.517151490669,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,650.0,19.0,50.0,3639.0,0.1,10938.124556216108,0.0,0.0,722.5618829727173,,,,,,,,,,,,,,,,,,,,,4931.523414456029,2686.0027992486653,8644.386133035496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,703.0,20.0,53.0,3692.0,0.1,10276.310868537934,0.0,0.0,728.7554869651794,,,,,,,,,,,,,,,,,,,,,4135.716329447934,2480.2638237314277,8248.526899225106,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,35.0,1.0,35.0,3727.0,0.1,8886.5411311829,0.0,0.0,799.6686723232269,,,,,,,,,,,,,,,,,,,,,3083.3750886261805,2477.0178751588946,7965.8808796691455,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,57.0,2.0,22.0,3749.0,0.1,2434.463555546496,0.0,0.0,802.4975988864899,,,,,,,,,,,,,,,,,,,,,904.8746892332091,843.2691079566167,2280.778618421784,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,181.0,3.0,124.0,3873.0,0.1,27555.31176849594,0.0,0.0,815.910790681839,,,,,,,,,,,,,,,,,,,,,9224.756647193843,5215.922756721143,16443.846062621742,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,202.0,4.0,21.0,3894.0,0.1,4404.291343421359,0.0,0.0,818.6313672065735,,,,,,,,,,,,,,,,,,,,,1758.9182089884046,1303.3977491016851,4116.843709349856,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,259.0,5.0,57.0,3951.0,0.1,12840.731425736918,0.0,0.0,825.2343633174896,,,,,,,,,,,,,,,,,,,,,5479.255879991859,2964.4783761265335,9914.861314296051,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,287.0,6.0,28.0,3979.0,0.1,7533.346612407854,0.0,0.0,828.6400275230408,,,,,,,,,,,,,,,,,,,,,3107.524529267518,2197.8992104180115,6798.530501186561,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,334.0,7.0,47.0,4026.0,0.1,8936.957748032873,0.0,0.0,833.9793860912323,,,,,,,,,,,,,,,,,,,,,3675.91677460388,2544.5890554020816,7355.654386255534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,364.0,8.0,30.0,4056.0,0.1,8494.09564517912,0.0,0.0,837.5003006458282,,,,,,,,,,,,,,,,,,,,,3705.8286944433025,2438.236040799188,7532.238584681285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,383.0,9.0,19.0,4075.0,0.1,3894.8422476607166,0.0,0.0,839.9424736499786,,,,,,,,,,,,,,,,,,,,,1879.1794580250057,1178.1505778536566,3609.629783324114,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,470.0,10.0,87.0,4162.0,0.1,19737.863447801086,0.0,0.0,849.5361173152924,,,,,,,,,,,,,,,,,,,,,7674.182536040081,4003.224991652356,13333.292866627915,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,512.0,11.0,42.0,4204.0,0.1,11914.731469576696,0.0,0.0,854.2498159408569,,,,,,,,,,,,,,,,,,,,,4856.385394118616,3086.407598909017,10075.553110954876,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,540.0,12.0,28.0,4232.0,0.1,8398.17718536019,0.0,0.0,857.552740573883,,,,,,,,,,,,,,,,,,,,,3601.8573644161906,2337.0581092529733,7539.697095524592,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,566.0,13.0,26.0,4258.0,0.1,7004.42942401596,0.0,0.0,860.6741089820862,,,,,,,,,,,,,,,,,,,,,3161.1770104875245,1734.654156487198,6308.053669308441,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,583.0,14.0,17.0,4275.0,0.1,2662.999320274631,0.0,0.0,863.1166274547577,,,,,,,,,,,,,,,,,,,,,903.3649748183232,959.3720327910729,2560.3788129328796,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,626.0,15.0,43.0,4318.0,0.1,10833.865593535857,0.0,0.0,868.1601126194,,,,,,,,,,,,,,,,,,,,,4568.77436076687,2722.457295279109,9049.375184579225,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,654.0,16.0,28.0,4346.0,0.1,6395.159153729538,0.0,0.0,871.4824242591858,,,,,,,,,,,,,,,,,,,,,2332.093242829608,1714.9299465109602,5858.762417852513,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,691.0,17.0,37.0,4383.0,0.1,8982.577843767473,0.0,0.0,875.7578048706055,,,,,,,,,,,,,,,,,,,,,2989.0837481037806,2624.7584970421753,8036.544084245556,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,719.0,18.0,28.0,4411.0,0.1,8539.116046173422,0.0,0.0,878.9367377758026,,,,,,,,,,,,,,,,,,,,,3378.3057354219986,2495.156257024521,7747.362963223406,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,792.0,19.0,73.0,4484.0,0.1,16014.080772080411,0.0,0.0,887.2885494232178,,,,,,,,,,,,,,,,,,,,,6141.81063758546,3197.039274015699,11764.67606024183,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,823.0,20.0,31.0,4515.0,0.1,5419.857904501159,0.0,0.0,890.9556632041931,,,,,,,,,,,,,,,,,,,,,1891.5609852993332,1513.9007788496529,4931.613099743256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,17.0,1.0,17.0,4532.0,0.1,2828.656707821336,0.0,0.0,969.4475700855255,,,,,,,,,,,,,,,,,,,,,870.9060099986609,932.8459744870796,2735.0297787180516,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,43.0,2.0,26.0,4558.0,0.1,3516.742985108424,0.0,0.0,973.0646872520447,,,,,,,,,,,,,,,,,,,,,1275.8110157496242,931.4910386584287,3249.7011743837575,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,110.0,3.0,67.0,4625.0,0.1,20003.157651859845,0.0,0.0,980.5526216030121,,,,,,,,,,,,,,,,,,,,,8900.383333854124,4027.285292295679,14324.967674908254,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,148.0,4.0,38.0,4663.0,0.1,8505.251484118715,0.0,0.0,984.9711174964905,,,,,,,,,,,,,,,,,,,,,3415.3086561014957,2065.54260265205,7353.77430343857,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,192.0,5.0,44.0,4707.0,0.1,10187.98754512029,0.0,0.0,990.0759706497192,,,,,,,,,,,,,,,,,,,,,4088.006376306216,2662.6256039446125,8559.600795373486,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,273.0,6.0,81.0,4788.0,0.1,19523.716048211132,0.0,0.0,999.1819107532501,,,,,,,,,,,,,,,,,,,,,7515.60624979604,4088.86593929948,13719.51437611122,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,315.0,7.0,42.0,4830.0,0.1,12565.57883806354,0.0,0.0,1004.2090163230896,,,,,,,,,,,,,,,,,,,,,5136.172789374554,3269.275340340049,10619.718668019817,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,350.0,8.0,35.0,4865.0,0.1,6092.027228665271,0.0,0.0,1008.2650973796844,,,,,,,,,,,,,,,,,,,,,2223.520815371305,1849.0671417155625,5421.6865047294295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,368.0,9.0,18.0,4883.0,0.1,4311.207644013364,0.0,0.0,1010.5265350341797,,,,,,,,,,,,,,,,,,,,,2188.9567487469303,1281.7498671452856,3996.730363472009,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,436.0,10.0,68.0,4951.0,0.1,16249.933504487286,0.0,0.0,1017.8606390953064,,,,,,,,,,,,,,,,,,,,,6242.254144037678,3844.079413474532,12248.954888829365,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,482.0,11.0,46.0,4997.0,0.1,9100.921264951121,0.0,0.0,1023.2102200984955,,,,,,,,,,,,,,,,,,,,,3311.5803185744594,1848.4145445827812,7731.450176927731,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,513.0,12.0,31.0,5028.0,0.1,6274.752686203985,0.0,0.0,1026.805636882782,,,,,,,,,,,,,,,,,,,,,2365.9951888244573,1869.0887048362752,5653.804895080503,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,540.0,13.0,27.0,5055.0,0.1,5353.984205365869,0.0,0.0,1030.0568387508392,,,,,,,,,,,,,,,,,,,,,2514.193922766946,1479.9295991380043,4770.076365900206,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,563.0,14.0,23.0,5078.0,0.1,4856.260719157691,0.0,0.0,1032.8766150474548,,,,,,,,,,,,,,,,,,,,,1984.8562505641305,1566.3629047263332,4489.076401926271,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,590.0,15.0,27.0,5105.0,0.1,6067.526286827958,0.0,0.0,1036.1345384120941,,,,,,,,,,,,,,,,,,,,,2334.469836695943,1704.687663987646,5547.617009407257,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,635.0,16.0,45.0,5150.0,0.1,10797.973725556729,0.0,0.0,1041.4038088321686,,,,,,,,,,,,,,,,,,,,,4638.816506771013,2442.290803662027,8887.364858187708,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,668.0,17.0,33.0,5183.0,0.1,9638.879066228663,0.0,0.0,1045.3439996242523,,,,,,,,,,,,,,,,,,,,,4425.987214971029,2294.8462011348083,8344.35596907277,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,695.0,18.0,27.0,5210.0,0.1,7132.107495689152,0.0,0.0,1048.4486572742462,,,,,,,,,,,,,,,,,,,,,2517.332327307517,2169.942490726523,6583.438187242241,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,774.0,19.0,79.0,5289.0,0.1,17214.59316882526,0.0,0.0,1056.68310379982,,,,,,,,,,,,,,,,,,,,,6785.785986636164,3591.19374301951,12123.940148109185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,833.0,20.0,59.0,5348.0,0.1,16765.33790553148,0.0,0.0,1063.0299189090729,,,,,,,,,,,,,,,,,,,,,6666.5354120757975,4350.486529736017,13092.625254980876,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,38.0,1.0,38.0,5386.0,0.1,7298.261180980446,0.0,0.0,1147.640436887741,,,,,,,,,,,,,,,,,,,,,2669.3079264615385,2125.6657696424745,6411.513283261977,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,58.0,2.0,20.0,5406.0,0.1,2668.0996878744522,0.0,0.0,1150.4128649234772,,,,,,,,,,,,,,,,,,,,,1038.2477757095762,943.3123193542884,2510.407236743736,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,127.0,3.0,69.0,5475.0,0.1,21522.65029849419,0.0,0.0,1157.9546978473663,,,,,,,,,,,,,,,,,,,,,7975.629527441794,4850.154261786554,16344.725971389995,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,173.0,4.0,46.0,5521.0,0.1,13652.416363471788,0.0,0.0,1163.065759897232,,,,,,,,,,,,,,,,,,,,,6348.6394823214405,3233.210508264038,10949.946129582624,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,225.0,5.0,52.0,5573.0,0.1,10546.294961183798,0.0,0.0,1168.9194505214691,,,,,,,,,,,,,,,,,,,,,4267.1192094717835,2533.150669643733,8496.472780592248,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,269.0,6.0,44.0,5617.0,0.1,11956.089999195818,0.0,0.0,1174.0130369663239,,,,,,,,,,,,,,,,,,,,,4518.593491272746,2889.510923015898,10170.297789037653,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,300.0,7.0,31.0,5648.0,0.1,5219.447834833232,0.0,0.0,1177.8426988124847,,,,,,,,,,,,,,,,,,,,,1713.634045048409,1556.9037210779554,4783.411163012169,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,333.0,8.0,33.0,5681.0,0.1,6466.044291519459,0.0,0.0,1181.6743440628052,,,,,,,,,,,,,,,,,,,,,2545.1515101979185,1630.6669648964041,5740.377811605085,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,354.0,9.0,21.0,5702.0,0.1,4494.826256354946,0.0,0.0,1184.3065226078033,,,,,,,,,,,,,,,,,,,,,1999.868261419158,1502.9164614684194,4157.589961694644,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,410.0,10.0,56.0,5758.0,0.1,14468.791475878175,0.0,0.0,1190.3117382526398,,,,,,,,,,,,,,,,,,,,,5847.739601127852,3678.231597183688,11421.342005149045,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,447.0,11.0,37.0,5795.0,0.1,8260.532490392445,0.0,0.0,1194.7938296794891,,,,,,,,,,,,,,,,,,,,,3057.1654843243664,2288.102344364032,7274.136579116856,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,486.0,12.0,39.0,5834.0,0.1,8230.976410896305,0.0,0.0,1199.286578655243,,,,,,,,,,,,,,,,,,,,,3654.281594942142,2129.492648942924,6943.992030271267,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,513.0,13.0,27.0,5861.0,0.1,6342.188818057847,0.0,0.0,1202.458932876587,,,,,,,,,,,,,,,,,,,,,2306.8706190762396,1688.5695536579435,5835.459392824471,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
